,PlayerFullName,DraftKingTotals
0,Aaron Gordon ,11.977440529288925
1,Aaron Holiday ,8.894952374179848
2,Al Horford ,10.790053964196128
3,Al-Farouq Aminu ,9.745628390579682
4,Alec Burks ,10.481382303875762
5,Aleksej Pokusevski ,10.98197846519929
6,Alex Caruso ,6.891179471393634
7,Alex Len ,10.004649216858178
8,Amir Coffey ,7.105684381433025
9,Andre Drummond ,15.769464048496115
10,Andrew Wiggins ,9.368926604167935
11,Anfernee Simons ,8.793020658544329
12,Anthony Davis ,14.503878791550902
13,Anthony Edwards ,12.07399064104325
14,Anthony Gill ,8.115518135977801
15,Anthony Lamb ,10.961394706561912
16,Armoni Brooks ,10.998385048915614
17,Austin Rivers ,9.64080078014994
18,Bam Adebayo ,8.68543265769696
19,Ben McLemore ,8.458515796373712
20,Ben Simmons ,10.512639851268009
21,Blake Griffin ,9.182044084781952
22,Boban Marjanović ,9.537741517653735
23,Bobby Portis ,10.155538638347304
24,Bogdan Bogdanović ,13.215454957691277
25,Bol Bol ,3.3259957883122713
26,Bradley Beal ,11.018598651504547
27,Brandon Clarke ,7.9881148930223995
28,Brodric Thomas ,7.723513369585198
29,Brook Lopez ,7.749010656146262
30,Bruce Brown ,11.34540475851855
31,Buddy Hield ,9.32916528686775
32,CJ Elleby ,6.114896076221451
33,CJ McCollum ,10.493224984855404
34,Cam Reddish ,8.6364611698578
35,Cameron Johnson ,6.234046021827227
36,Cameron Payne ,9.401041984561086
37,Caris LeVert ,13.360938794725868
38,Carmelo Anthony ,9.402155187263604
39,Carsen Edwards ,7.767946615654352
40,Cassius Winston ,4.504161735964079
41,Cedi Osman ,10.994936337835552
42,Chandler Hutchison ,7.848341119837576
43,Chimezie Metu ,8.258425231337224
44,Chris Boucher ,13.506194958606478
45,Chris Chiozza ,9.639918583838263
46,Chris Paul ,11.568928812627192
47,Christian Wood ,10.287402016247954
48,Chuma Okeke ,9.61083668668768
49,Clint Capela ,12.200424518144404
50,Coby White ,10.307687819080382
51,Cody Martin ,8.820710569718923
52,Cody Zeller ,9.368011579702857
53,Cole Anthony ,9.17247559335201
54,Collin Sexton ,9.396795756013109
55,Cory Joseph ,10.708612382576291
56,D'Angelo Russell ,11.773679095937817
57,D.J. Augustin ,8.357137836577117
58,Damian Jones ,9.16889618329126
59,Damian Lillard ,11.732524751393555
60,Damion Lee ,6.773813928492915
61,Damyean Dotson ,8.319918550442086
62,Daniel Gafford ,8.920984622323147
63,Daniel Oturu ,7.625501679369624
64,Daniel Theis ,10.495159713117571
65,Danilo Gallinari ,11.875118162466805
66,Danny Green ,9.641193157422025
67,Danuel House ,8.760809649472229
68,Dario Šarić ,8.313837739527015
69,Darius Bazley ,9.762391762744052
70,Darius Garland ,10.602393531763285
71,De'Andre Hunter ,11.127062139563503
72,De'Anthony Melton ,10.950245482692235
73,DeAndre Jordan ,8.48211944331289
74,DeAndre' Bembry ,9.93595915418967
75,DeMar DeRozan ,11.235164778303362
76,Dean Wade ,11.09157524766678
77,Deandre Ayton ,9.515288097970696
78,Dejounte Murray ,11.218204730156556
79,Delon Wright ,12.805281348519703
80,Deni Avdija ,8.889486680632535
81,Dennis Schröder ,9.392205523207204
82,Dennis Smith Jr. ,10.867566515843581
83,Derrick Jones Jr. ,8.519976925192205
84,Derrick Rose ,9.712242432169026
85,Derrick White ,10.141036682706558
86,Desmond Bane ,7.885487637207884
87,Devin Booker ,9.242622995023225
88,Devin Vassell ,7.654071441039552
89,Devon Dotson ,6.219288179088139
90,Devonte' Graham ,8.86491875381746
91,Dewayne Dedmon ,6.635761699558938
92,Dillon Brooks ,9.20677156747211
93,Domantas Sabonis ,12.499645685089488
94,Donovan Mitchell ,10.1660068825542
95,Donte DiVincenzo ,9.104018810841644
96,Doug McDermott ,7.979165943934186
97,Draymond Green ,12.7865892168038
98,Drew Eubanks ,9.02117844586069
99,Duncan Robinson ,7.559143433767425
100,Dwayne Bacon ,8.376169247788969
101,Dwight Howard ,9.811227084154444
102,Dwight Powell ,9.73371256584966
103,Dylan Windler ,8.194690780575392
104,Dāvis Bertāns ,8.56217813547224
105,Edmond Sumner ,8.560367359661953
106,Elfrid Payton ,9.719082954512864
107,Elijah Hughes ,3.071752230357436
108,Enes Kanter ,12.197453150585163
109,Eric Bledsoe ,9.434946171310846
110,Eric Gordon ,8.930913612207764
111,Eric Paschall ,7.280594157213495
112,Facundo Campazzo ,10.84987288342764
113,Frank Jackson ,10.316342524214821
114,Frank Kaminsky ,9.134197745567704
115,Fred VanVleet ,12.433336568283318
116,Furkan Korkmaz ,8.849601467181792
117,Gabe Vincent ,9.91572138637653
118,Garrett Temple ,7.572222605999192
119,Gary Harris ,7.803480961385747
120,Gary Trent Jr. ,11.547182202507534
121,George Hill ,8.044725015481426
122,Giannis Antetokounmpo ,14.380946144877182
123,Goga Bitadze ,8.233557995953344
124,Goran Dragić ,8.67470666445187
125,Gordon Hayward ,10.885564174611126
126,Gorgui Dieng ,10.458216327961793
127,Grant Riller ,3.357206179747281
128,Grant Williams ,6.49534080129257
129,Grayson Allen ,9.574391865379061
130,Hamidou Diallo ,11.202526783491376
131,Harrison Barnes ,9.48333005070343
132,Hassan Whiteside ,11.021792536347512
133,Ignas Brazdeikis ,11.940557904759856
134,Immanuel Quickley ,10.837435550008832
135,Isaac Bonga ,5.801179698771269
136,Isaac Okoro ,8.840488043978194
137,Isaiah Joe ,8.1213500244425
138,Isaiah Roby ,8.852954031393544
139,Isaiah Stewart ,10.343323816049283
140,Ish Smith ,7.295955901446789
141,Ivica Zubac ,9.137672214605038
142,Ja Morant ,12.226400248283797
143,JaMychal Green ,7.947913705787962
144,JaVale McGee ,8.35307986533799
145,Jabari Parker ,7.935840478649007
146,Jae Crowder ,8.452196084099551
147,Jae'Sean Tate ,8.961763150059479
148,Jahlil Okafor ,5.595041302750783
149,Jahmi'us Ramsey ,6.1664284430770575
150,Jake Layman ,7.202671186596136
151,Jakob Poeltl ,10.245953654152204
152,Jalen Brunson ,8.763860056278878
153,Jalen McDaniels ,10.609071154312417
154,Jalen Smith ,6.8120891365687815
155,Jamal Murray ,12.060188153502098
156,James Harden ,16.30848152856181
157,James Johnson ,9.656149620329838
158,James Wiseman ,7.554798682354426
159,Jaren Jackson Jr. ,6.683255875013995
160,Jarred Vanderbilt ,9.91726376253623
161,Jarrell Brantley ,5.638607878681031
162,Jarrett Allen ,10.987870354662709
163,Jarrett Culver ,8.919625260906924
164,Javonte Green ,6.092509645498135
165,Jaxson Hayes ,8.817815292090422
166,Jay Scrubb ,15.23496526634264
167,Jaylen Brown ,9.632451586341785
168,Jayson Tatum ,11.733669735268215
169,Jeff Green ,9.127272799565167
170,Jerami Grant ,10.098138290062534
171,Jeremy Lamb ,10.520018238109605
172,Jevon Carter ,9.122727253534048
173,Jimmy Butler ,11.425106768349037
174,Joe Harris ,8.329109650005055
175,Joel Embiid ,15.170070184800222
176,John Collins ,11.233877905728692
177,John Konchar ,7.933494675299919
178,John Wall ,11.254911677084559
179,Jonas Valančiūnas ,11.376469053387625
180,Jordan Clarkson ,9.040824150316427
181,Jordan McLaughlin ,7.120582565944402
182,Jordan Poole ,11.535376108336662
183,Josh Green ,5.536599181747333
184,Josh Hall ,9.283545992263743
185,Josh Hart ,10.023607656591711
186,Josh Jackson ,9.737006420061856
187,Josh Okogie ,6.52601792781444
188,Josh Richardson ,8.03615442283536
189,Jrue Holiday ,11.742043453059434
190,Juan Hernangómez ,9.933568701216084
191,Juan Toscano-Anderson ,11.164363222699267
192,Julius Randle ,10.590810478882037
193,Justin Holiday ,8.241109403111528
194,Justise Winslow ,9.618971638622051
195,KZ Okpala ,7.574963205690676
196,Karl-Anthony Towns ,10.125197151015813
197,Kawhi Leonard ,9.219844807424986
198,Keita Bates-Diop ,7.089843188447936
199,Keldon Johnson ,10.483656291234302
200,Kelly Olynyk ,13.138220936598756
201,Kelly Oubre Jr. ,11.11832404769845
202,Kemba Walker ,9.187093419183338
203,Kenrich Williams ,9.668621446514011
204,Kent Bazemore ,9.985531992000954
205,Kentavious Caldwell-Pope ,8.51517289198351
206,Kenyon Martin Jr. ,12.47779550938516
207,Kevin Durant ,13.069433194810458
208,Kevin Huerter ,8.936250016918526
209,Kevin Knox ,7.196403173885897
210,Kevin Love ,12.10737550696544
211,Kevin Porter Jr. ,15.47135380183449
212,Kevon Looney ,6.157160188325414
213,Khem Birch ,10.988361663132542
214,Khris Middleton ,10.034357133889054
215,Killian Hayes ,10.092709668941163
216,Killian Tillie ,7.255322589820038
217,Kira Lewis Jr. ,8.353943329197856
218,Kris Dunn ,2.5248762345905194
219,Kristaps Porziņģis ,11.172561707379597
220,Kyle Anderson ,8.674661966335002
221,Kyle Kuzma ,10.310416788815424
222,Kyle Lowry ,10.663049941642916
223,LaMarcus Aldridge ,10.32787490241821
224,LaMelo Ball ,12.227003224140297
225,Lamar Stevens ,7.489511897416177
226,Landry Shamet ,8.862664597652998
227,Lauri Markkanen ,9.541876228540396
228,LeBron James ,11.555621418324346
229,Lonnie Walker ,9.234334535960556
230,Lonzo Ball ,12.028310810033174
231,Lou Williams ,10.198844717242908
232,Luguentz Dort ,11.369508312520672
233,Luka Dončić ,14.080235966481345
234,Luka Šamanić ,8.097008894048654
235,Luke Kennard ,10.103484010226634
236,Malcolm Brogdon ,11.536981756592494
237,Malik Beasley ,10.170215190792524
238,Malik Monk ,12.116984760509157
239,Mamadi Diakite ,9.585359715687298
240,Marc Gasol ,7.9368426913977554
241,Marcus Morris ,9.512055814968061
242,Marcus Smart ,7.836424360904939
243,Markieff Morris ,9.055647258355393
244,Markus Howard ,7.792633148133009
245,Marquese Chriss ,4.419417382415922
246,Marvin Bagley III ,9.695141977420842
247,Mason Plumlee ,10.415872588780754
248,Matisse Thybulle ,7.434010574458032
249,Maurice Harkless ,10.27385435624495
250,Max Strus ,8.822535286406739
251,Maxi Kleber ,7.436060785120035
252,Mfiondu Kabengele ,7.254245115773942
253,Michael Carter-Williams ,9.620800997212083
254,Michael Porter Jr. ,10.388833854310068
255,Mikal Bridges ,9.598813761168648
256,Mike Conley ,8.978735772837476
257,Mike Muscala ,7.37301461668259
258,Mitchell Robinson ,7.82100665907467
259,Miye Oni ,4.4427702559517765
260,Mo Bamba ,12.677799503129314
261,Monte Morris ,6.785632472224208
262,Montrezl Harrell ,10.273032311907736
263,Moritz Wagner ,10.384319472603437
264,Moses Brown ,14.040582002462891
265,Mychal Mulder ,8.620207667219432
266,Myles Turner ,10.081034414017948
267,Naji Marshall ,12.977764793378634
268,Nassir Little ,9.001618993467016
269,Nathan Knight ,8.683861239260292
270,Naz Reid ,9.51604289942874
271,Nemanja Bjelica ,11.10127332874565
272,Nick Richards ,1.9093530540388073
273,Nickeil Alexander-Walker ,12.701558541060253
274,Nicolas Batum ,7.708633271268002
275,Nicolas Claxton ,8.049478419287839
276,Nikola Jokić ,12.052845218288715
277,Nikola Vučević ,11.380198400356207
278,Norman Powell ,11.111722418534598
279,OG Anunoby ,9.296410165822456
280,Obi Toppin ,5.435490147768032
281,Onyeka Okongwu ,9.714392068745534
282,Oshae Brissett ,16.24047339797939
283,Otto Porter ,11.170678620681953
284,P.J. Tucker ,7.507569081555547
285,P.J. Washington ,11.933751904736814
286,PJ Dozier ,7.893610177393678
287,Pascal Siakam ,12.969856880474822
288,Pat Connaughton ,7.496020541305181
289,Patrick Beverley ,9.444738115907613
290,Patrick Williams ,7.968956999126267
291,Paul George ,10.878772027099844
292,Paul Millsap ,7.6666334423766695
293,Paul Reed ,9.868934359119804
294,Payton Pritchard ,9.380651365796517
295,Precious Achiuwa ,8.95794477490032
296,R.J. Hampton ,12.481470580149491
297,RJ Barrett ,9.365993326172909
298,Rajon Rondo ,8.974420017274912
299,Reggie Bullock ,7.770628176641537
300,Reggie Jackson ,11.366261908355586
301,Richaun Holmes ,11.437809985646709
302,Ricky Rubio ,9.85509796968545
303,Robert Covington ,9.15709739558422
304,Robert Williams ,11.45915018341646
305,Robert Woodard ,3.2314559709684567
306,Robin Lopez ,8.317704324595116
307,Rodney Hood ,6.570813437131602
308,Rodney McGruder ,10.589647066828999
309,Romeo Langford ,6.500141401176909
310,Royce O'Neale ,7.590771957678671
311,Rudy Gay ,7.81428870972365
312,Rudy Gobert ,9.8107481711676
313,Rui Hachimura ,8.816199187165035
314,Russell Westbrook ,14.338423365746475
315,Saben Lee ,9.8031814179439
316,Saddiq Bey ,11.94785946333876
317,Sam Merrill ,7.499827584225084
318,Sekou Doumbouya ,7.740095000507624
319,Semi Ojeleye ,7.3957568894287276
320,Seth Curry ,9.016223889915484
321,Shai Gilgeous-Alexander ,11.090536506409416
322,Shake Milton ,9.364531191920099
323,Skylar Mays ,8.533592821279553
324,Solomon Hill ,7.173728057674952
325,Spencer Dinwiddie ,2.7424137786507217
326,Stephen Curry ,11.85925769546971
327,Sterling Brown ,8.965524929132817
328,Steven Adams ,9.22693573255521
329,Sviatoslav Mykhailiuk ,9.631155888724559
330,T.J. McConnell ,11.081932283937673
331,T.J. Warren ,11.374313166077325
332,Taj Gibson ,8.227291213216578
333,Talen Horton-Tucker ,10.49656823497749
334,Taurean Prince ,9.70331616058114
335,Terance Mann ,10.788006190520653
336,Terence Davis ,10.91497661384917
337,Terrence Ross ,10.546435164831307
338,Terry Rozier ,11.653016158595932
339,Thaddeus Young ,8.648983399791463
340,Thanasis Antetokounmpo ,8.439644557126
341,Thomas Bryant ,12.81451542414131
342,Théo Maledon ,9.058050963624316
343,Tim Hardaway Jr. ,9.87170877092568
344,Tobias Harris ,10.2074083497948
345,Tomáš Satoranský ,8.158081589492143
346,Tony Bradley ,10.199841510576656
347,Tony Snell ,7.1154782035190625
348,Torrey Craig ,9.209634761975071
349,Trae Young ,11.487417703252168
350,Tre Jones ,5.894212563332082
351,Trevor Ariza ,9.844786822791383
352,Trey Burke ,8.873181061322493
353,Trey Lyles ,10.03126289047723
354,Tristan Thompson ,6.926376390448784
355,Troy Brown Jr. ,6.4307855063097845
356,Ty Jerome ,7.592430752720007
357,Tyler Bey ,2.3502972277615295
358,Tyler Herro ,10.701973308899744
359,Tyrell Terry ,3.6005050150827955
360,Tyrese Haliburton ,10.131964455154202
361,Tyrese Maxey ,12.364018558625379
362,Tyus Jones ,8.648079885979644
363,Udoka Azubuike ,2.8720740804877445
364,Udonis Haslem ,
365,Vernon Carey Jr. ,7.429001176439008
366,Victor Oladipo ,9.778900446338227
367,Vlatko Čančar ,5.771434069580296
368,Wayne Ellington ,9.250024480970346
369,Wendell Carter Jr. ,9.203348798427703
370,Wenyen Gabriel ,8.397544283896336
371,Will Barton ,10.017193012224324
372,Willie Cauley-Stein ,8.852945111955544
373,Willy Hernangómez ,11.689997760524726
374,Xavier Tillman Sr. ,9.284639045716014
375,Yuta Watanabe ,7.676077668141908
376,Zach LaVine ,11.649889360475179
377,Zion Williamson ,9.685773466805488
