,index_x,PlayerName,Average,StandardDeviation,Average_STD_Ratio,GamesPlayed,level_0,index_y,Unnamed: 0,Name,Pos.,Height,From,To,Seasons
0,0,Russell Westbrook,56.608036624452716,12.606391760416328,4.490423405863061,63,494,494,14,Russell Westbrook,PG/SG,1.91/ 6'3'',2008,2021,13
1,1,Ty Jerome,55.25293653379729,21.725725136278815,2.543203330945805,32,239,239,7,Ty Jerome,PG/SG,1.96/ 6'5'',2019,2021,2
2,3,Kevin Porter Jr.,53.5538728908041,33.74213436000979,1.5871513141229918,26,389,389,13,Kevin Porter Jr.,SG/PG,1.93/ 6'4'',2019,2021,2
3,4,Kelly Olynyk,53.444172366069814,21.305469012431455,2.508471995377612,70,369,369,9,Kelly Olynyk,C/PF,2.11/ 6'11'',2013,2021,8
4,5,Mason Plumlee,53.20054691904507,19.662143624320198,2.705734834183647,55,384,384,8,Mason Plumlee,C,2.11/ 6'11'',2013,2021,8
5,6,T.J. McConnell,52.87896863152652,20.38147319980341,2.5944625353203894,68,314,314,15,T.J. McConnell,PG,1.85/ 6'1'',2015,2021,6
6,7,Al Horford,52.34848050132992,18.573917052994545,2.818386684508755,27,214,214,33,Al Horford,C/PF,2.06/ 6'9'',2007,2021,14
7,8,Trevor Ariza,52.32660797691189,25.546529281072385,2.048286379773751,29,16,16,16,Trevor Ariza,SF/PF,2.03/ 6'8'',2004,2021,17
8,9,Thaddeus Young,52.3227186311318,17.032881269418723,3.0718653998412684,67,516,516,0,Thaddeus Young,PF/C,2.03/ 6'8'',2007,2021,14
9,10,Domantas Sabonis,52.24231345365093,13.496252704300948,3.870875464342965,61,422,422,0,Domantas Sabonis,PF/C,2.11/ 6'11'',2016,2021,5
10,11,Nicolas Claxton,52.058003434011496,25.725604084355666,2.0235872115309887,31,97,97,17,Nicolas Claxton,C/PF,2.11/ 6'11'',2019,2021,2
11,12,Darius Garland,52.00313659659028,17.933510506114157,2.8997745075544805,52,155,155,3,Darius Garland,PG,1.85/ 6'1'',2019,2021,2
12,13,Cody Zeller,52.00184181763717,23.813775295245478,2.1836874318713995,46,519,519,0,Cody Zeller,C,2.13/ 7'0'',2013,2021,8
13,14,Cameron Payne,51.83032066295594,28.127788739245787,1.8426731352201455,56,381,381,5,Cameron Payne,PG,1.91/ 6'3'',2015,2021,6
14,15,James Harden,51.82177265345152,15.166004890649061,3.4169692695670557,44,185,185,4,James Harden,PG/SG,1.96/ 6'5'',2009,2021,12
15,17,Dewayne Dedmon,51.806141090355986,22.64133830753383,2.2881218586410887,15,116,116,3,Dewayne Dedmon,C,2.13/ 7'0'',2013,2021,8
16,18,Julius Randle,51.73006136274692,12.029229065146849,4.300363812393277,69,402,402,1,Julius Randle,PF,2.03/ 6'8'',2014,2021,7
17,19,Jaylen Brown,51.72147201416141,12.863433021748287,4.020814033603283,53,68,68,46,Jaylen Brown,SF/SG,1.98/ 6'6'',2016,2021,5
18,20,Clint Capela,51.65868279492501,16.559664873457127,3.1195488066746324,61,84,84,4,Clint Capela,C,2.08/ 6'10'',2014,2021,7
19,21,Kemba Walker,51.63489455775357,13.231222666150407,3.902503635574944,40,484,484,4,Kemba Walker,PG,1.83/ 6'0'',2011,2021,10
20,23,Donovan Mitchell,51.52115792116944,11.956452062411792,4.309067409983565,52,331,331,32,Donovan Mitchell,SG/PG,1.85/ 6'1'',2017,2021,4
21,24,Oshae Brissett,51.52059655289288,39.747383179844235,1.2962009679927509,20,61,61,39,Oshae Brissett,PF,2.01/ 6'7'',2019,2021,2
22,26,Stephen Curry,51.476465977117954,11.923489317105052,4.317231693517055,63,112,112,32,Stephen Curry,PG,1.91/ 6'3'',2009,2021,12
23,27,Robert Williams,51.46993530246498,25.270094768413177,2.036792333948853,47,505,505,25,Robert Williams,C,2.03/ 6'8'',2018,2021,3
24,28,Jimmy Butler,51.466417998402264,13.786499700483501,3.73310260882226,52,79,79,57,Jimmy Butler,SF/PF,2.01/ 6'7'',2011,2021,10
25,29,Giannis Antetokounmpo,51.46432368816526,13.208124186738724,3.896414279617138,58,11,11,11,Giannis Antetokounmpo,PF,2.11/ 6'11'',2013,2021,8
26,30,Jalen Brunson,51.4517985605798,21.938974483559512,2.345223501633425,67,72,72,50,Jalen Brunson,PG/SG,1.85/ 6'1'',2018,2021,3
27,31,Jrue Holiday,51.43833705660506,15.35430099086568,3.350093051269861,55,209,209,28,Jrue Holiday,PG/SG,1.91/ 6'3'',2009,2021,12
28,32,Lonzo Ball,51.39934779340111,18.70723902841359,2.7475646040194888,54,25,25,3,Lonzo Ball,PG,1.98/ 6'6'',2017,2021,4
29,33,JaVale McGee,51.3786653341567,24.39441957291417,2.10616469806086,45,318,318,19,JaVale McGee,C,2.13/ 7'0'',2008,2021,13
30,34,Malcolm Brogdon,51.37161537188425,16.063620014107837,3.1980098711727027,55,62,62,40,Malcolm Brogdon,PG/SG,1.96/ 6'5'',2016,2021,5
31,35,Chris Paul,51.35518940994424,15.127947341054638,3.3947229093384745,66,380,380,4,Chris Paul,PG,1.85/ 6'1'',2005,2021,16
32,36,Isaiah Stewart,51.33283880571133,23.424259988224346,2.191439082025087,67,445,445,23,Isaiah Stewart,C,2.06/ 6'9'',2020,2021,1
33,37,Armoni Brooks,51.29408585416131,26.617146543694915,1.9271068658677044,20,63,63,41,Armoni Brooks,PG/SG,1.91/ 6'3'',2020,2021,1
34,38,Pascal Siakam,51.27164859136859,17.10777383557348,2.9969795652053572,56,432,432,10,Pascal Siakam,PF,2.06/ 6'9'',2016,2021,5
35,39,Rudy Gobert,51.08282939715733,13.426090046585157,3.8047435418586315,69,167,167,15,Rudy Gobert,C,2.16/ 7'1'',2013,2021,8
36,40,OG Anunoby,51.05174634638338,16.114955175304846,3.1679732143851673,43,15,15,15,OG Anunoby,SF/PF,2.01/ 6'7'',2017,2021,4
37,41,Harrison Barnes,51.021904557605374,16.934539389110444,3.0128900104843956,57,29,29,7,Harrison Barnes,SF/PF,2.03/ 6'8'',2012,2021,9
38,42,De'Aaron Fox,51.01102289197357,15.79254980701113,3.2300688308943712,57,150,150,8,De'Aaron Fox,PG,1.91/ 6'3'',2017,2021,4
39,43,Evan Fournier,50.845105317717625,21.31766252579991,2.385116344542083,40,149,149,7,Evan Fournier,SG/SF,2.01/ 6'7'',2012,2021,9
40,44,Anthony Edwards,50.78723086285735,16.60254424024679,3.059002893047097,71,135,135,0,Anthony Edwards,SG/SF,1.98/ 6'6'',2020,2021,1
41,46,Alec Burks,50.61857184793182,25.5803513298801,1.9788067487878822,48,77,77,55,Alec Burks,SF/SG,1.98/ 6'6'',2011,2021,10
42,47,Dejounte Murray,50.61452273373715,16.606911693855125,3.047798631485798,65,343,343,44,Dejounte Murray,PG/SG,1.93/ 6'4'',2016,2021,4
43,48,Fred VanVleet,50.61125917421108,16.460713927823008,3.074669749813495,52,475,475,3,Fred VanVleet,PG/SG,1.85/ 6'1'',2016,2021,5
44,49,Derrick Rose,50.59786776926666,18.339521984275965,2.7589523768748454,49,417,417,16,Derrick Rose,SG/PG,1.88/ 6'2'',2008,2021,12
45,51,Draymond Green,50.53342215168689,17.79659949608158,2.8394987572099515,63,173,173,21,Draymond Green,PF/C,1.98/ 6'6'',2012,2021,9
46,52,Mike Conley,50.53094478847469,14.479131944196988,3.4899153473580102,50,101,101,21,Mike Conley,PG,1.85/ 6'1'',2007,2021,14
47,53,Zion Williamson,50.507895673981146,11.289535482133736,4.473868367207177,60,507,507,27,Zion Williamson,PF,1.98/ 6'6'',2019,2021,2
48,54,Josh Hart,50.47192473650678,21.139030333795247,2.3876177828183844,46,192,192,11,Josh Hart,SF/SG,1.96/ 6'5'',2017,2021,4
49,55,Hamidou Diallo,50.460362884246315,25.99748437937549,1.940970985803453,52,120,120,7,Hamidou Diallo,SG/SF,1.96/ 6'5'',2018,2021,3
50,56,Naz Reid,50.348420057536785,21.23719404487673,2.370766116801709,69,406,406,5,Naz Reid,C/PF,2.06/ 6'9'',2019,2021,2
51,57,Kevin Durant,50.32389284974801,14.3182588088458,3.514665681183105,33,134,134,21,Kevin Durant,PF/SF,2.08/ 6'10'',2007,2021,13
52,58,Kyle Anderson,50.24367178598867,16.03621251342169,3.133138310803542,66,10,10,10,Kyle Anderson,SF/PF,2.06/ 6'9'',2014,2021,7
53,59,Caris LeVert,50.213888643295526,17.079245514668976,2.9400530954466317,46,285,285,10,Caris LeVert,SG,1.98/ 6'6'',2016,2021,5
54,60,LeBron James,50.192744151936466,10.548012398606671,4.758502574244853,43,237,237,5,LeBron James,SF/PF,2.03/ 6'8'',2003,2021,18
55,61,Jerami Grant,50.17370844798572,15.820384359063725,3.171459511300715,53,171,171,19,Jerami Grant,PF/SF,2.03/ 6'8'',2014,2021,7
56,62,Justise Winslow,50.138050335075455,31.14247775996567,1.6099570086079986,25,509,509,29,Justise Winslow,PF/SF,1.98/ 6'6'',2015,2021,6
57,63,Kyrie Irving,50.04960723655352,11.985727190321741,4.175767263997772,52,229,229,4,Kyrie Irving,SG/PG,1.88/ 6'2'',2011,2021,10
58,64,Terry Rozier,50.04149852849057,16.73081858810545,2.9909772952811107,67,419,419,18,Terry Rozier,SG/PG,1.85/ 6'1'',2015,2021,6
59,65,Collin Sexton,50.03250839059178,13.460876901393592,3.716883287552534,58,429,429,7,Collin Sexton,SG/PG,1.85/ 6'1'',2018,2021,3
60,66,Shai Gilgeous-Alexander,50.01054700790181,14.624090649159385,3.4197372135939608,35,164,164,12,Shai Gilgeous-Alexander,PG/SG,1.96/ 6'5'',2018,2021,3
61,67,Myles Turner,49.98466545372861,16.329490917425826,3.0610057414826115,47,471,471,22,Myles Turner,C,2.11/ 6'11'',2015,2021,6
62,68,De'Anthony Melton,49.966043614999606,25.641047714994183,1.9486740234011901,51,323,323,24,De'Anthony Melton,PG/SG,1.88/ 6'2'',2018,2021,3
63,69,Rudy Gay,49.89826836092496,18.72970761109432,2.664124256342812,61,159,159,7,Rudy Gay,PF/SF,2.03/ 6'8'',2006,2021,15
64,70,Joel Embiid,49.86865190993497,14.935165599474308,3.33900897032506,49,140,140,5,Joel Embiid,C,2.13/ 7'0'',2016,2021,5
65,71,Kendrick Nunn,49.861505013621795,25.897287905478137,1.9253562456273434,55,356,356,9,Kendrick Nunn,PG/SG,1.88/ 6'2'',2019,2021,2
66,72,Jayson Tatum,49.86030489785385,12.158910951134319,4.100721281555428,59,450,450,1,Jayson Tatum,PF/SF,2.03/ 6'8'',2017,2021,4
67,73,Danny Green,49.80382960927302,22.10552801139886,2.2530033927980075,65,172,172,20,Danny Green,SF,1.98/ 6'6'',2009,2021,12
68,74,Bam Adebayo,49.75850224533188,10.96856859873222,4.536462693143307,63,2,2,2,Bam Adebayo,C,2.06/ 6'9'',2017,2021,4
69,76,Zach LaVine,49.610437580176026,14.12373937511826,3.5125568564069196,58,279,279,4,Zach LaVine,SG,1.98/ 6'6'',2014,2021,7
70,77,John Wall,49.59625394678111,14.898988883138598,3.328833542718453,39,486,486,6,John Wall,PG,1.93/ 6'4'',2010,2021,10
71,78,Bradley Beal,49.51571379556813,11.539914758092227,4.290821451765563,58,37,37,15,Bradley Beal,SG/SF,1.91/ 6'3'',2012,2021,9
72,79,Kyle Lowry,49.50783385777549,15.014017253937185,3.2974408527999297,46,296,296,21,Kyle Lowry,PG,1.83/ 6'0'',2006,2021,15
73,80,Trae Young,49.43580992040221,12.529223853077331,3.9456402487581195,60,517,517,1,Trae Young,PG,1.85/ 6'1'',2018,2021,3
74,81,Karl-Anthony Towns,49.41688815948447,10.42148824805847,4.741826405522347,50,468,468,19,Karl-Anthony Towns,C,2.11/ 6'11'',2015,2021,6
75,82,LaMelo Ball,49.38912689793582,18.42501481514075,2.680547472740718,51,24,24,2,LaMelo Ball,PG/SG,2.01/ 6'7'',2020,2021,1
76,83,Grayson Allen,49.27901471914276,23.412727725747732,2.1047959595476367,48,6,6,6,Grayson Allen,SG,1.93/ 6'4'',2018,2021,3
77,84,Miles Bridges,49.1947015729377,18.18978293910165,2.7045238383348904,64,60,60,38,Miles Bridges,PF/SF,1.98/ 6'6'',2018,2021,3
78,85,DeMar DeRozan,49.19445977241321,14.403834477920567,3.415372472366487,60,118,118,5,DeMar DeRozan,SF/SG,1.98/ 6'6'',2009,2021,12
79,86,Paul George,49.159714511957844,12.474737132588036,3.9407415153892758,52,160,160,8,Paul George,SG/SF,2.03/ 6'8'',2010,2021,11
80,87,Tyler Herro,49.15544473652748,19.06143821763184,2.5787899200102684,53,202,202,21,Tyler Herro,PG/SG,1.96/ 6'5'',2019,2021,2
81,88,Naji Marshall,49.14070041636547,28.339850905245857,1.7339787912317233,32,305,305,6,Naji Marshall,PF/SF,2.01/ 6'7'',2020,2021,1
82,89,Kawhi Leonard,49.105433289626546,9.788835661427312,5.016473356798236,51,284,284,9,Kawhi Leonard,SF,2.01/ 6'7'',2011,2021,10
83,90,Marvin Bagley III,49.09911935789765,19.65404997352638,2.498168032748121,41,23,23,1,Marvin Bagley III,PF/C,2.11/ 6'11'',2018,2021,3
84,91,Jeremy Lamb,49.098040977240224,27.37299565894735,1.7936670720652987,35,276,276,1,Jeremy Lamb,SG/SF,1.96/ 6'5'',2012,2021,9
85,92,Richaun Holmes,49.08801297289192,18.535221654799074,2.648363957394716,59,211,211,30,Richaun Holmes,C,2.08/ 6'10'',2015,2021,6
86,93,Christian Wood,49.062879934394395,14.579462024476847,3.3652050982419506,40,512,512,32,Christian Wood,C/PF,2.08/ 6'10'',2015,2021,5
87,94,Dillon Brooks,49.04471330940496,17.00397629077532,2.8843084976548563,64,64,64,42,Dillon Brooks,SG/SF,2.01/ 6'7'',2017,2021,4
88,95,Deandre Ayton,49.02533292527634,14.367832842855098,3.4121591934900524,65,20,20,20,Deandre Ayton,C,2.11/ 6'11'',2018,2021,3
89,96,Jordan Clarkson,49.01666912679061,15.037310955955807,3.2596698485759945,65,96,96,16,Jordan Clarkson,SG/PG,1.93/ 6'4'',2014,2021,7
90,97,Willy Hernangómez,49.00424425484514,29.10794448306861,1.6835350322778624,46,201,201,20,Willy Hernangómez,C,2.11/ 6'11'',2016,2021,5
91,98,David Nwaba,48.996506362757586,26.024653461951306,1.8826958228047763,29,358,358,11,David Nwaba,SF/SG,1.96/ 6'5'',2016,2021,5
92,99,Jakob Poeltl,48.99590421980417,19.633243151983866,2.4955583670267596,67,385,385,9,Jakob Poeltl,C,2.16/ 7'1'',2016,2021,5
93,100,Nickeil Alexander-Walker,48.99352219147743,29.527950492565562,1.6592252890634194,45,5,5,5,Nickeil Alexander-Walker,SG/PG,1.96/ 6'5'',2019,2021,2
94,101,Donte DiVincenzo,48.96631229109825,19.010850446613475,2.575703408356512,63,123,123,10,Donte DiVincenzo,SG/PG,1.93/ 6'4'',2018,2021,3
95,102,Daniel Theis,48.95677316379151,24.66629945433123,1.9847635943297137,61,454,454,5,Daniel Theis,PF/C,2.03/ 6'8'',2017,2021,4
96,103,Chris Boucher,48.90428734362554,24.378362982465344,2.0060529650330086,60,55,55,33,Chris Boucher,C/PF,2.06/ 6'9'',2017,2021,4
97,104,Reggie Bullock,48.88536854526475,18.609489253462858,2.626905439447681,63,75,75,53,Reggie Bullock,SF/SG,1.98/ 6'6'',2013,2021,8
98,105,Gordon Hayward,48.88281580585351,15.1843076331732,3.219298303668393,43,198,198,17,Gordon Hayward,SF/PF,2.01/ 6'7'',2010,2021,11
99,106,Damian Lillard,48.86079339943341,11.69967097005691,4.1762536334981855,66,288,288,13,Damian Lillard,PG,1.88/ 6'2'',2012,2021,9
100,107,Hassan Whiteside,48.8359591722318,29.67179942641443,1.6458711677848918,36,497,497,17,Hassan Whiteside,C,2.13/ 7'0'',2010,2021,9
101,109,Bobby Portis,48.67456247742376,20.687331654994313,2.3528680880249144,63,391,391,15,Bobby Portis,PF/C,2.08/ 6'10'',2015,2021,6
102,110,Enes Kanter,48.67205548985583,20.386049749416163,2.387517743168941,71,261,261,3,Enes Kanter,C,2.08/ 6'10'',2011,2021,10
103,111,Devonte' Graham,48.66767014999296,14.567134717608843,3.34092263807811,53,170,170,18,Devonte' Graham,PG,1.85/ 6'1'',2018,2021,3
104,112,Derrick White,48.6573395506902,16.627761062050222,2.9262712742331587,35,496,496,16,Derrick White,SG/PG,1.93/ 6'4'',2017,2021,4
105,113,Nerlens Noel,48.6548543511152,19.95061485460248,2.4387646549094115,62,353,353,6,Nerlens Noel,C,2.08/ 6'10'',2014,2021,7
106,114,Brook Lopez,48.64251507370131,16.707985704318116,2.9113332950201074,66,292,292,17,Brook Lopez,C,2.13/ 7'0'',2008,2021,13
107,115,Talen Horton-Tucker,48.61607989579278,26.196079232264026,1.8558532925765272,62,215,215,34,Talen Horton-Tucker,SG/SF,1.93/ 6'4'',2019,2021,2
108,116,Andrew Wiggins,48.61387830786585,14.816737984053209,3.2810108648872274,71,500,500,20,Andrew Wiggins,SF/SG,2.01/ 6'7'',2014,2021,7
109,117,Tyrese Haliburton,48.56595706646393,17.75872427195453,2.734766097087375,57,182,182,1,Tyrese Haliburton,SG/PG,1.96/ 6'5'',2020,2021,1
110,118,Ja Morant,48.512096405164094,16.895000716588665,2.871387650047958,60,336,336,37,Ja Morant,PG,1.91/ 6'3'',2019,2021,2
111,119,Malik Beasley,48.50636433077684,15.701262737272403,3.08932887388924,37,38,38,16,Malik Beasley,SG/SF,1.93/ 6'4'',2016,2021,5
112,120,Shake Milton,48.48717675800528,20.243899698994415,2.3951500194606186,61,329,329,30,Shake Milton,PG/SG,1.96/ 6'5'',2018,2021,3
113,121,Cole Anthony,48.443032994383096,15.593489258736657,3.1066191915476282,45,14,14,14,Cole Anthony,PG,1.91/ 6'3'',2020,2021,1
114,122,Josh Jackson,48.42471632305215,20.681482281946096,2.3414528834485195,61,234,234,2,Josh Jackson,SF/PF,2.03/ 6'8'',2017,2021,4
115,123,Michael Porter Jr.,48.4177019139571,14.279167963865305,3.390792939510367,60,390,390,14,Michael Porter Jr.,SF/PF,2.08/ 6'10'',2019,2021,2
116,124,Tobias Harris,48.40488098799855,13.424287870440246,3.605768995358346,59,191,191,10,Tobias Harris,PF/SF,2.02/ 6'8'',2011,2021,10
117,125,Jamal Murray,48.37523427244298,15.661187419296818,3.0888612068352996,46,344,344,45,Jamal Murray,PG/SG,1.93/ 6'4'',2016,2021,5
118,126,Paul Millsap,48.37076316543002,18.677864869042672,2.5897372908828227,55,328,328,29,Paul Millsap,PF/C,2.01/ 6'7'',2006,2021,15
119,127,D'Angelo Russell,48.328473058175796,16.77534519764399,2.880922716568794,41,421,421,20,D'Angelo Russell,PG/SG,1.93/ 6'4'',2015,2021,6
120,128,P.J. Washington,48.2597368203732,19.98431362367961,2.4148808775293515,62,489,489,9,P.J. Washington,PF/C,2.01/ 6'7'',2019,2021,2
121,129,Brandon Clarke,48.25404374371622,17.010093389537023,2.836788878149104,56,95,95,15,Brandon Clarke,C/PF,2.03/ 6'8'',2019,2021,2
122,130,Justin Holiday,48.23434731368565,18.264874886525043,2.640825497757483,71,210,210,29,Justin Holiday,SF/SG,1.98/ 6'6'',2012,2021,8
123,131,Mike Muscala,48.18958377397237,21.458750938422813,2.245684472141706,35,345,345,46,Mike Muscala,C,2.08/ 6'10'',2013,2021,8
124,132,Delon Wright,48.17347895657351,23.85596094281192,2.019347662081445,61,514,514,34,Delon Wright,PG/SG,1.96/ 6'5'',2015,2021,6
125,133,Taj Gibson,48.11450584985775,23.863994709008495,2.0161966358337673,44,161,161,9,Taj Gibson,C/PF,2.06/ 6'9'',2009,2021,12
126,134,Tony Bradley,48.09570787156336,26.56467587073216,1.810513634934021,39,57,57,35,Tony Bradley,C,2.08/ 6'10'',2017,2021,4
127,135,Khris Middleton,48.020602824190064,13.64118321949095,3.520266684460093,64,326,326,27,Khris Middleton,SF/SG,2.01/ 6'7'',2012,2021,9
128,136,Cam Reddish,48.01056510528507,21.25992892732096,2.25826555062407,25,404,404,3,Cam Reddish,SF/SG,2.03/ 6'8'',2019,2021,2
129,137,Carmelo Anthony,47.95507486069323,20.761001681595623,2.3098632520802127,68,13,13,13,Carmelo Anthony,PF/SF,2.03/ 6'8'',2003,2021,18
130,138,Cory Joseph,47.92019548954145,26.972358575855303,1.7766409027513783,61,257,257,25,Cory Joseph,PG/SG,1.91/ 6'3'',2011,2021,10
